@relation 'clean_data-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-V-R2-3,5-6,8,11-12'

@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute density numeric
@attribute alcohol numeric
@attribute quality {3,4,5,6,7,8,9}

@data
0.45614,0,0.228916,0.281818,0.526765,0.306452,6
0.350877,0.445946,0.240964,0.2,0.224205,0.66129,6
0.438596,0,0.228916,0.290909,0.511249,0.306452,5
0.333333,0.445946,0.144578,0.218182,0.115593,0.725806,6
0.175439,0.486486,0.325301,0.345455,0.487975,0.241935,7
0.175439,0.621622,0.39759,0.354545,1,0.080645,8
0.350877,0.567568,0.373494,0.427273,0.953452,0.16129,7
0.280702,0.391892,0.337349,0.318182,0.425912,0.33871,6
0.649123,0.878378,0.855422,0.081818,0.65865,0.225806,5
0.45614,0.783784,0.361446,0.354545,0.829325,0.096774,5
0.315789,0.283784,0.253012,0.2,0.340574,0.435484,6
0.157895,0.635135,0.337349,0.027273,0.526765,0.258065,3
0.122807,0.391892,0.240964,0.072727,0.472459,0.33871,5
0.22807,0.432432,0.337349,0.236364,0.456943,0.322581,7
0.491228,0.459459,0.108434,0.5,0.208689,0.758065,9
0.070175,0.486486,0.337349,0.145455,0.371606,0.629032,8
0.22807,0.432432,0.337349,0.236364,0.456943,0.322581,7
0.491228,0.594595,0.373494,0.063636,0.635376,0.306452,6
0.315789,0.581081,0.156627,0.181818,0.441427,0.564516,6
0.315789,0.581081,0.156627,0.181818,0.441427,0.564516,6
0.263158,0.391892,0.313253,0.327273,0.813809,0.290323,6
0.45614,0.364865,0.180723,0.163636,0.270753,0.677419,7
0.315789,0.418919,0.373494,0.336364,0.363848,0.548387,6
0.385965,0.432432,0.421687,0.290909,0.367727,0.483871,7
0.315789,0.418919,0.373494,0.336364,0.363848,0.548387,6
0.385965,0.432432,0.421687,0.290909,0.367727,0.483871,7
0.403509,0,0.445783,0.372727,0.534523,0.306452,6
0.315789,0.243243,0.26506,0.345455,0.286268,0.483871,7
0.315789,0.405405,0.325301,0.327273,0.441427,0.225806,5
0.403509,0.391892,0.337349,0.281818,0.193173,0.677419,7
0.315789,0.243243,0.26506,0.345455,0.286268,0.483871,7
0.192982,0.527027,0.409639,0.136364,0.363848,0.370968,6
0.175439,0.378378,0.457831,0.454545,0.627618,0.403226,6
0.368421,0.351351,0.421687,0.090909,0.402638,0.403226,6
0.315789,0.391892,0.361446,0.1,0.340574,0.467742,6
0.175439,0.378378,0.457831,0.454545,0.627618,0.403226,6
0.210526,0.513514,0.518072,0.254545,0.588829,0.483871,7
0.368421,0.391892,0.445783,0.218182,0.868115,0.274194,6
0.350877,0.472973,0.46988,0.554545,0.806051,0.145161,5
0.403509,0.405405,0.457831,0.527273,0.612102,0.258065,6
0.22807,0.378378,0.566265,0.427273,0.565555,0.129032,8
0.192982,0.567568,0.457831,0.063636,0.534523,0.5,4
0.333333,0.608108,0.46988,0.054545,0.565555,0.370968,4
0.298246,0.527027,0.325301,0.254545,0.286268,0.677419,8
0.263158,0.5,0.542169,0.190909,0.840962,0.290323,4
0.280702,0.418919,0.481928,0.4,0.883631,0.129032,5
0.438596,0.27027,0.373494,0.2,0.553918,0.306452,5
0.438596,0.256757,0.39759,0.181818,0.553918,0.306452,5
0.45614,0.256757,0.385542,0.181818,0.557797,0.306452,5
0.368421,0.067568,0.349398,0.081818,0.410396,0.193548,5
0.421053,0.351351,0.493976,0.086364,0.581071,0.241935,4
0.368421,0.067568,0.349398,0.081818,0.410396,0.193548,5
0.087719,0.527027,0.39759,0.309091,0.612102,0.370968,7
0.385965,0.432432,0.337349,0.190909,0.371606,0.483871,6
0.280702,0.459459,0.26506,0.227273,0.224205,0.629032,6
0.175439,0.540541,0.373494,0.163636,0.402638,0.354839,7
0.052632,0.432432,0.578313,0.518182,0.65865,0.225806,7
0.421053,0.837838,0.325301,0.490909,0.829325,0.145161,6
0.421053,0.837838,0.325301,0.490909,0.829325,0.145161,6
0.315789,0.364865,0.421687,0.609091,0.743988,0.322581,6
0.350877,0.554054,0.421687,0.436364,0.487975,0.435484,8
0.333333,0.310811,0.457831,0.1,0.503491,0.290323,5
0.903509,0.135135,0.39759,0.218182,0.472459,0.209677,5
0.298246,0.445946,0.578313,0.454545,0.487975,0.241935,7
0.298246,0.472973,0.554217,0.409091,0.844841,0.322581,5
0.491228,0.783784,0.421687,0.363636,0.829325,0.16129,5
0.157895,0.702703,0.096386,0.172727,0.449185,0.629032,7
0.315789,0.581081,0.289157,0.563636,0.798293,0.145161,5
0.315789,0.378378,0.445783,0.709091,0.755625,0.322581,6
0.368421,0.445946,0.337349,0.509091,0.608223,0.258065,5
0.350877,0.581081,0.361446,0.563636,0.802172,0.145161,5
0.333333,0.594595,0.385542,0.536364,0.615981,0.145161,5
0.614035,0.432432,0.46988,0.072727,0.379364,0.548387,5
0.491228,0.783784,0.421687,0.363636,0.829325,0.16129,5
0.473684,0.391892,0.421687,0.490909,0.65865,0.322581,6
0.280702,0.391892,0.421687,0.336364,0.860357,0.258065,7
0.45614,0.378378,0.301205,0.345455,0.600465,0.274194,5
0.333333,0.621622,0.337349,0.536364,0.775019,0.241935,6
0.587719,0.256757,0.361446,0.227273,0.429791,0.322581,7
0.701754,0.486486,0.253012,0.263636,0.255237,0.677419,7
0.175439,0.445946,0.506024,0.127273,0.728472,0.112903,7
0.122807,0.391892,0.590361,0.236364,0.581071,0.354839,7
0.140351,0.472973,0.361446,0.2,0.495733,0.322581,5
0.298246,0.527027,0.301205,0.054545,0.550039,0.564516,5
0.464912,0.351351,0.409639,0.118182,0.503491,0.241935,5
0.245614,0.459459,0.313253,0.218182,0.728472,0.290323,6
0.157895,0.445946,0.228916,0.109091,0.441427,0.33871,6
0.263158,0.5,0.39759,0.336364,0.441427,0.322581,5
0.245614,0.459459,0.313253,0.218182,0.728472,0.290323,6
0.464912,0.351351,0.409639,0.118182,0.503491,0.241935,5
0.421053,0.351351,0.39759,0.1,0.519007,0.241935,5
0.263158,0.432432,0.385542,0.209091,0.425912,0.354839,7
0.210526,0.432432,0.361446,0.209091,0.425912,0.354839,7
0.280702,0.459459,0.493976,0.327273,0.868115,0.16129,6
0.280702,0.459459,0.493976,0.327273,0.868115,0.16129,6
0.596491,0.486486,0.337349,0.290909,0.379364,0.693548,7
0.280702,0.459459,0.493976,0.327273,0.868115,0.16129,6
0.192982,0.337838,0.168675,0.190909,0.402638,0.580645,6
0.315789,0.283784,0.301205,0.309091,0.782777,0.241935,6
0.263158,0.581081,0.313253,0.109091,0.441427,0.564516,5
0.45614,0.378378,0.385542,0.372727,0.441427,0.258065,6
0.245614,0.472973,0.361446,0.327273,0.953452,0.16129,6
0,0.445946,0.228916,0.190909,0.301784,0.645161,7
0.596491,0.121622,0.120482,0.145455,0.270753,0.548387,7
0.596491,0.013514,0.096386,0.209091,0.177657,0.693548,7
0.333333,0.256757,0.13253,0.2,0.208689,0.741935,7
0.245614,0.472973,0.361446,0.327273,0.953452,0.16129,6
0,0.445946,0.228916,0.190909,0.301784,0.645161,7
0.087719,0.513514,0.445783,0.109091,0.418154,0.596774,6
0.385965,0.337838,0.542169,0.181818,0.65865,0.193548,5
0.087719,0.405405,0.590361,0.409091,0.581071,0.370968,6
0.105263,0.445946,0.493976,0.463636,0.73623,0.096774,5
0.350877,0.445946,0.337349,0.272727,0.61986,0.435484,7
0.350877,0.445946,0.337349,0.272727,0.61986,0.435484,7
0.54386,0.283784,0.216867,0.118182,0.177657,0.725806,6
0.491228,0.459459,0.204819,0.172727,0.27851,0.629032,6
0.192982,0.445946,0.409639,0.554545,0.418154,0.451613,5
0.578947,0.283784,0.493976,0.245455,0.441427,0.403226,6
0.350877,0.405405,0.542169,0.381818,0.542281,0.370968,6
0.385965,0.405405,0.53012,0.390909,0.542281,0.370968,6
0.192982,0.445946,0.409639,0.554545,0.418154,0.451613,5
0.350877,0.527027,0.325301,0.054545,0.495733,0.645161,7
0.140351,0.513514,0.373494,0.354545,0.472459,0.354839,6
0.315789,0.594595,0.445783,0.045455,0.565555,0.354839,4
0.298246,0.364865,0.481928,0.663636,0.782777,0.306452,5
0.280702,0.243243,0.445783,0.063636,0.534523,0.33871,4
0.175439,0.486486,0.373494,0.2,0.65865,0.241935,6
0.333333,0.459459,0.445783,0.227273,0.43367,0.403226,6
0.315789,0.459459,0.445783,0.036364,0.410396,0.387097,5
0.280702,0.364865,0.638554,0.281818,0.73623,0.241935,6
0.280702,0.405405,0.566265,0.372727,0.976726,0.193548,6
0.22807,0.810811,0.445783,0.409091,0.503491,0.33871,7
0.192982,0.486486,0.493976,0.127273,0.503491,0.290323,7
0.350877,0.554054,0.433735,0.536364,0.627618,0.225806,5
0.350877,0.581081,0.433735,0.527273,0.627618,0.225806,6
0.280702,0.527027,0.650602,0.145455,0.441427,0.387097,7
0.491228,0.351351,0.349398,0.345455,0.309542,0.532258,6
0.175439,0.378378,0.421687,0.145455,0.456943,0.451613,6
0.491228,0.351351,0.349398,0.345455,0.309542,0.532258,6
0.77193,0.081081,0.518072,0.254545,0.472459,0.209677,5
0.245614,0.5,0.60241,0.390909,0.456943,0.370968,7
0.122807,0.527027,0.554217,0.272727,0.456943,0.403226,6
0.140351,0.594595,0.409639,0.209091,0.472459,0.370968,6
0.140351,0.554054,0.46988,0.527273,0.472459,0.516129,7
0.140351,0.648649,0.578313,0.263636,0.557797,0.370968,6
0.298246,0.635135,0.46988,0.545455,0.751746,0.241935,5
0.140351,0.364865,0.662651,0.554545,0.953452,0.145161,5
0.54386,0.297297,0.325301,0.154545,0.425912,0.354839,5
0.508772,0.635135,0.746988,0.381818,0.751746,0.193548,5
0.140351,0.594595,0.409639,0.209091,0.472459,0.370968,6
0.175439,0.567568,0.433735,0.409091,0.348332,0.403226,6
0.105263,0.351351,0.481928,0.490909,0.581071,0.241935,6
0.210526,0.567568,0.385542,0.3,0.418154,0.548387,7
0.210526,0.567568,0.385542,0.3,0.418154,0.548387,7
0.192982,0.432432,0.120482,0.472727,0.495733,0.5,8
0.192982,0.513514,0.614458,0.418182,0.705198,0.403226,6
0.45614,1,0.951807,0.190909,0.441427,0.645161,6
0.122807,0.621622,0.361446,0.327273,0.456943,0.274194,6
0.105263,0.594595,0.39759,0.409091,0.456943,0.354839,6
0.824561,0.22973,0.373494,0.1,0.65865,0.241935,4
0.280702,0.472973,0.518072,0.445455,0.542281,0.387097,7
0.912281,0.594595,0.493976,0.436364,0.782777,0.209677,4
0.210526,0.554054,0.542169,0.2,0.596587,0.403226,6
0.45614,0.391892,0.457831,0.390909,0.650892,0.322581,6
0.385965,0.486486,0.554217,0.386364,0.782777,0.354839,6
0.385965,0.486486,0.554217,0.386364,0.782777,0.354839,6
0.157895,0.513514,0.373494,0.336364,0.550039,0.354839,6
0.157895,0.5,0.614458,0.145455,0.503491,0.435484,5
0.684211,0.324324,0.421687,0.081818,0.65865,0.274194,5
0.122807,0.459459,0.301205,0.281818,0.635376,0.209677,7
0.157895,0.459459,0.313253,0.1,0.363848,0.483871,5
0.342105,0.405405,0.361446,0.154545,0.379364,0.435484,5
0.719298,0.432432,0.409639,0.145455,0.627618,0.435484,4
0.438596,0.648649,0.46988,0.481818,1,0.129032,5
0.22807,0.5,0.481928,0.190909,0.410396,0.467742,7
0.122807,0.540541,0.493976,0.2,0.472459,0.403226,5
0.192982,0.135135,0.445783,0.190909,0.511249,0.322581,5
0.403509,0.702703,0.240964,0.027273,0.363848,0.387097,5
0.561404,0.513514,0.349398,0.118182,0.487975,0.193548,5
0.508772,0.486486,0.313253,0.309091,0.301784,0.741935,6
0.280702,0.459459,0.46988,0.245455,0.705198,0.16129,5
0.368421,0.567568,0.313253,0.145455,0.286268,0.532258,5
0.368421,0.743243,0.493976,0.136364,0.705198,0.370968,4
0.403509,0.702703,0.240964,0.027273,0.363848,0.387097,5
0.315789,0.554054,0.481928,0.245455,0.542281,0.322581,5
0.22807,0.459459,0.614458,0.218182,0.464701,0.435484,6
0.22807,0.459459,0.614458,0.218182,0.464701,0.435484,6
0.385965,0.27027,0.819277,0.418182,0.565555,0.112903,4
0.315789,0.486486,0.542169,0.254545,0.379364,0.580645,7
0.22807,0.378378,0.73494,0.390909,0.73623,0.225806,5
0.315789,0.351351,0.843373,0.304545,0.65865,0.241935,5
0.315789,0.351351,0.771084,0.309091,0.65865,0.241935,5
0.315789,0.5,0.759036,0.418182,0.604344,0.467742,6
0.245614,0.513514,0.542169,0.272727,1,0.274194,5
0.385965,0.689189,0.46988,0.545455,0.550039,0.177419,6
0.192982,0.459459,0.337349,0.281818,0.402638,0.5,7
0.438596,0.594595,0.180723,0.063636,0.35609,0.741935,7
0.210526,0.486486,0.26506,0.327273,0.464701,0.483871,6
0.508772,0.432432,0.373494,0.272727,0.379364,0.532258,7
0.245614,0.513514,0.542169,0.272727,1,0.274194,5
0.368421,0.445946,0.325301,0.236364,0.635376,0.467742,7
0.45614,0.405405,0.46988,0.209091,0.61986,0.467742,5
0.824561,0.608108,0.481928,0.227273,0.798293,0.209677,6
0.561404,0.256757,0.289157,0.236364,0.255237,0.758065,7
0.350877,0.445946,0.46988,0.363636,0.798293,0.33871,6
0.315789,0.594595,0.337349,0.372727,0.565555,0.322581,5
0.315789,0.459459,0.506024,0.490909,1,0.290323,5
0.45614,0.391892,0.445783,0.245455,0.627618,0.33871,6
0.122807,0.445946,0.60241,0.263636,0.65865,0.16129,7
0.333333,0.337838,0.349398,0.454545,0.612102,0.225806,6
0.333333,0.337838,0.349398,0.454545,0.612102,0.225806,6
0.210526,0.5,0.46988,0.372727,0.96121,0.193548,6
0.263158,0.283784,0.313253,0.245455,0.550039,0.33871,7
0.403509,0.932432,0.385542,0.509091,0.821567,0.096774,5
0.280702,0.608108,0.216867,0.172727,0.379364,0.516129,8
0.280702,0.432432,0.337349,0.336364,0.379364,0.516129,8
0.210526,0.5,0.46988,0.372727,0.96121,0.193548,6
0.157895,0.445946,0.301205,0.136364,0.487975,0.419355,7
0.22807,0.783784,0.481928,0.545455,1,0.209677,6
0.22807,0.472973,0.46988,0.3,0.860357,0.145161,6
0.22807,0.540541,0.722892,0.2,0.441427,0.419355,6
0.157895,0.418919,0.349398,0.245455,0.573313,0.419355,7
0.280702,0.418919,0.433735,0.454545,0.712956,0.129032,5
0.280702,0.445946,0.289157,0.209091,0.270753,0.483871,8
0.350877,0.351351,0.373494,0.381818,0.65865,0.354839,6
0.263158,0.283784,0.313253,0.245455,0.550039,0.33871,7
0.368421,0.337838,0.361446,0.272727,0.705198,0.33871,6
0.368421,0.283784,0.192771,0.090909,0.177657,0.967742,7
0.333333,0.337838,0.349398,0.454545,0.612102,0.225806,6
0.157895,0.567568,0.228916,0.390909,0.286268,0.612903,6
0.140351,0.540541,0.289157,0.518182,0.332816,0.548387,5
0.368421,0.527027,0.325301,0.036364,0.519007,0.435484,5
0.403509,0.932432,0.385542,0.509091,0.821567,0.096774,5
0.421053,0.608108,0.228916,0.209091,0.39488,0.564516,7
0.280702,0.608108,0.216867,0.172727,0.379364,0.516129,8
0.508772,0.202703,0.240964,0.227273,0.247479,0.741935,7
0.368421,0.364865,0.180723,0.1,0.169899,0.741935,7
0.245614,0.540541,0.542169,0.145455,0.627618,0.209677,4
0.508772,0.202703,0.240964,0.227273,0.247479,0.741935,7
0.175439,0.5,0.373494,0.118182,0.3173,0.66129,6
0.245614,0.459459,0.53012,0.481818,0.868115,0.306452,6
0.175439,0.540541,0.457831,0.181818,0.511249,0.435484,5
0.77193,0.22973,0.457831,0.027273,0.472459,0.322581,4
0.122807,0.513514,0.457831,0.281818,0.441427,0.387097,8
0.587719,0.175676,0.373494,0.081818,0.39488,0.403226,5
0.649123,0.459459,0.337349,0.281818,0.813809,0.274194,5
0.587719,0.175676,0.373494,0.081818,0.39488,0.403226,5
0.736842,0.216216,0.39759,0.218182,0.798293,0.16129,5
0.04386,0.432432,0.506024,0.290909,0.844841,0.193548,6
0.561404,0.405405,0.457831,0.254545,0.464701,0.33871,6
0.298246,0.527027,0.373494,0.345455,0.309542,0.548387,7
0.491228,0.608108,0.39759,0.081818,0.565555,0.451613,5
0.263158,0.540541,0.421687,0.154545,0.511249,0.467742,5
0.824561,0.608108,0.457831,0.281818,0.798293,0.193548,6
0.061404,0.391892,0.349398,0.645455,0.146625,0.790323,7
0.078947,0.391892,0.39759,0.2,0.379364,0.645161,7
0.035088,0.364865,0.457831,0.172727,0.441427,0.241935,5
0.298246,0.391892,0.26506,0.281818,0.363848,0.612903,7
0.210526,0.378378,0.46988,0.309091,0.503491,0.177419,6
0.263158,0.459459,0.457831,0.2,0.565555,0.274194,6
0.54386,0.418919,0.409639,0.236364,0.906905,0.177419,5
0.245614,0.567568,0.53012,0.227273,0.534523,0.322581,5
0.578947,0.459459,0.39759,0.154545,0.635376,0.387097,5
0.298246,0.459459,0.46988,0.254545,0.891389,0.241935,6
0.315789,0.567568,0.216867,0.618182,0.332816,0.693548,8
0.403509,0.5,0.26506,0.618182,0.487975,0.596774,8
0.350877,0.621622,0.590361,0.336364,0.689682,0.241935,5
0.403509,0.662162,0.301205,0.218182,0.511249,0.564516,5
0.140351,0.445946,0.807229,0.136364,0.387122,0.419355,6
0.45614,0.662162,0.518072,0.254545,0.844841,0.354839,5
0.350877,0.621622,0.590361,0.336364,0.689682,0.241935,5
0.280702,0.405405,0.46988,0.227273,0.480217,0.403226,5
0.298246,0.432432,0.457831,0.227273,0.480217,0.403226,5
0.421053,0.243243,0.385542,0.627273,0.681924,0.145161,5
0.333333,0.432432,0.26506,0.118182,0.503491,0.419355,5
0.45614,0.432432,0.385542,0.090909,0.635376,0.241935,5
0.157895,0.5,0.192771,0.245455,0.519007,0.451613,6
0.298246,0.310811,0.349398,0.536364,0.627618,0.241935,5
0.421053,0.22973,0.39759,0.609091,0.681924,0.145161,5
0.421053,0.243243,0.385542,0.627273,0.681924,0.145161,5
0.912281,0,0.39759,0.2,0.511249,0.225806,4
0.552632,0.094595,0.313253,0.218182,0.379364,0.419355,6
0.140351,0.405405,0.337349,0.318182,0.743988,0.16129,4
0.438596,0.486486,0.301205,0.218182,0.565555,0.403226,4
0.385965,0.391892,0.542169,0.190909,0.984484,0.16129,6
0.385965,0.391892,0.542169,0.190909,0.984484,0.16129,6
0.385965,0.391892,0.542169,0.190909,0.984484,0.16129,6
0.105263,0.459459,0.554217,0.436364,0.573313,0.258065,6
0.385965,0.391892,0.542169,0.190909,0.984484,0.16129,6
0.298246,0.554054,0.409639,0.245455,0.581071,0.354839,7
0.263158,0.662162,0.578313,0.118182,0.441427,0.387097,6
0.280702,0.432432,0.253012,0.290909,0.581071,0.387097,5
0.649123,0.364865,0.361446,0.1,0.43367,0.241935,5
0.263158,0.581081,0.421687,0.181818,0.519007,0.419355,6
0.210526,0.513514,0.337349,0.172727,0.363848,0.483871,5
0.105263,0.459459,0.554217,0.436364,0.573313,0.258065,6
0.298246,0.581081,0.638554,0.163636,0.73623,0.306452,6
0.929825,0.608108,0.253012,0.118182,0.643134,0.258065,5
0.22807,0.594595,0.325301,0.072727,0.325058,0.774194,6
0.245614,0.445946,0.433735,0.263636,0.464701,0.548387,5
0.315789,0.351351,0.325301,0.427273,0.891389,0.322581,6
0.298246,0.554054,0.39759,0.5,0.728472,0.177419,5
0.421053,0.472973,0.361446,0.245455,0.875873,0.225806,7
0.298246,0.391892,0.39759,0.154545,0.627618,0.354839,6
0.631579,0.540541,0.325301,0.3,0.65865,0.193548,5
0.210526,0.337838,0.421687,0.263636,0.604344,0.225806,5
0.929825,0.608108,0.253012,0.118182,0.643134,0.258065,5
0.596491,0.608108,0.240964,0.163636,0.689682,0.33871,6
0.245614,0.445946,0.433735,0.263636,0.464701,0.548387,5
0.315789,0.405405,0.192771,0.281818,0.379364,0.419355,6
0.666667,0.432432,0.289157,0.345455,0.3173,0.774194,7
0.578947,0.864865,0.674699,0.572727,0.829325,0.145161,5
0.421053,0.5,0.46988,0.181818,0.519007,0.209677,5
0.22807,0.513514,0.204819,0.345455,0.332816,0.5,8
0.22807,0.405405,0.337349,0.390909,0.472459,0.306452,6
0.315789,0.635135,0.710843,0.027273,0.565555,0.258065,5
0.22807,0.594595,0.325301,0.072727,0.325058,0.774194,6
0.298246,0.351351,0.180723,0.309091,0.596587,0.435484,7
0.315789,0.432432,0.783133,0.245455,0.844841,0.193548,6
0.245614,0.540541,0.39759,0.386364,0.984484,0.177419,7
0.508772,0.297297,0.192771,0.309091,0.720714,0.258065,6
0.245614,0.608108,0.349398,0.463636,0.937936,0.193548,6
0.298246,0.351351,0.180723,0.309091,0.596587,0.435484,7
0.245614,0.540541,0.39759,0.386364,0.984484,0.177419,7
0.315789,0.432432,0.783133,0.245455,0.844841,0.193548,6
0.298246,0.5,0.13253,0.109091,0.526765,0.435484,7
0.175439,0.5,0.216867,0.318182,0.379364,0.451613,6
0.157895,0.5,0.228916,0.218182,0.39488,0.451613,7
0.385965,0.513514,0.445783,0.3,0.650892,0.16129,5
0.438596,0.216216,0.481928,0.072727,0.35609,0.435484,6
0.438596,0.216216,0.481928,0.072727,0.35609,0.435484,6
0.438596,0.432432,0.457831,0.081818,0.643134,0.225806,5
0.315789,0.621622,0.337349,0.536364,0.891389,0.129032,6
0.385965,0.513514,0.445783,0.3,0.650892,0.16129,5
0.22807,0.540541,0.26506,0.418182,0.35609,0.564516,6
0.263158,0.621622,0.253012,0.254545,0.27851,0.725806,6
0.350877,0.554054,0.39759,0.109091,0.39488,0.403226,6
0.333333,0.527027,0.662651,0.236364,0.674166,0.274194,5
0.421053,0.486486,0.373494,0.272727,0.456943,0.532258,6
0.438596,0.216216,0.481928,0.072727,0.35609,0.435484,6
0.280702,0.608108,0.289157,0.081818,0.425912,0.451613,6
0.350877,0.567568,0.433735,0.354545,0.681924,0.419355,5
0.508772,0.486486,0.301205,0.136364,0.270753,0.596774,8
0.315789,0.594595,0.216867,0.209091,0.456943,0.5,8
0.508772,0.486486,0.301205,0.136364,0.270753,0.596774,8
0.263158,0.445946,0.421687,0.122727,0.379364,0.483871,6
0.561404,0.432432,0.301205,0.436364,0.379364,0.725806,7
0.350877,0.527027,0.349398,0.172727,0.534523,0.322581,6
0.350877,0.567568,0.433735,0.354545,0.681924,0.419355,5
0.263158,0.527027,0.289157,0.245455,0.286268,0.693548,7
0.421053,0.5,0.168675,0.154545,0.239721,0.758065,6
0.263158,0.527027,0.289157,0.245455,0.286268,0.693548,7
0.175439,0.513514,0.361446,0.163636,0.557797,0.403226,5
0.315789,0.716216,0.457831,0.209091,0.387122,0.725806,6
0.438596,0.567568,0.289157,0.145455,0.309542,0.709677,3
0.368421,0.405405,0.409639,0.4,0.891389,0.112903,6
0.578947,0.5,0.253012,0.345455,0.379364,0.709677,7
0.631579,0.5,0.289157,0.227273,0.379364,0.741935,7
0.54386,0.405405,0.337349,0.245455,0.557797,0.483871,6
0.315789,0.418919,0.409639,0.409091,0.511249,0.33871,6
0.421053,0.418919,0.325301,0.4,0.456943,0.403226,5
0.421053,0.5,0.168675,0.154545,0.239721,0.758065,6
0.280702,0.527027,0.180723,0.3,0.441427,0.467742,5
0.631579,0.5,0.385542,0.3,0.193173,0.887097,7
0.298246,0.648649,0.39759,0.236364,0.844841,0.274194,5
0.105263,0.378378,0.385542,0.381818,0.643134,0.193548,6
0.175439,0.567568,0.325301,0.281818,0.519007,0.419355,7
0.614035,0.567568,0.289157,0.309091,0.363848,0.854839,7
0.631579,0.5,0.385542,0.3,0.193173,0.887097,7
0.315789,0.297297,0.337349,0.190909,0.565555,0.33871,5
0.210526,0.540541,0.554217,0.354545,0.635376,0.419355,7
0.22807,0.459459,0.445783,0.209091,0.379364,0.532258,6
0.175439,0.418919,0.433735,0.163636,0.418154,0.451613,7
0.859649,0.594595,0.506024,0.4,0.852599,0.387097,5
0.315789,0.310811,0.301205,0.418182,0.627618,0.403226,7
0.289474,0.445946,0.481928,0.236364,0.43367,0.209677,5
0.289474,0.432432,0.457831,0.2,0.43367,0.209677,6
0.298246,0.554054,0.337349,0.454545,0.309542,0.677419,7
0.245614,0.459459,0.578313,0.245455,0.681924,0.370968,6
0.175439,0.878378,0.445783,0.236364,0.581071,0.225806,6
0.157895,0.364865,0.325301,0.781818,0.596587,0.354839,6
0.368421,0.216216,0.301205,0.572727,0.650892,0.16129,6
0.22807,0.513514,0.325301,0.563636,0.61986,0.209677,6
0.263158,0.405405,0.337349,0.554545,0.627618,0.193548,6
0.192982,0.918919,0.493976,0.263636,0.581071,0.225806,6
0.175439,0.878378,0.445783,0.236364,0.581071,0.225806,6
0.368421,0.621622,0.361446,0.686364,0.565555,0.241935,6
0.105263,0.472973,0.325301,0.118182,0.519007,0.306452,5
0.403509,0.459459,0.60241,0.309091,0.712956,0.5,7
0.350877,0.459459,0.228916,0.309091,0.301784,0.693548,8
0.245614,0.567568,0.421687,0.390909,1,0.096774,7
0.403509,0.391892,0.373494,0.172727,0.73623,0.225806,5
0.473684,0.756757,0.46988,0.481818,0.945694,0.225806,6
0.245614,0.567568,0.421687,0.390909,1,0.096774,7
0.736842,0.635135,0.337349,0.190909,0.519007,0.467742,5
0.736842,0.635135,0.337349,0.190909,0.519007,0.467742,5
0.473684,0.756757,0.46988,0.481818,0.945694,0.225806,6
0.245614,0.364865,0.662651,0.163636,0.519007,0.193548,6
0.245614,0.567568,0.421687,0.390909,1,0.096774,7
0.403509,0.391892,0.373494,0.172727,0.73623,0.225806,5
0.280702,0.486486,0.891566,0.072727,0.550039,0.451613,6
0.333333,0.405405,0.192771,0.109091,0.441427,0.403226,6
0.140351,0.554054,0.204819,0.245455,0.301784,0.725806,6
0.333333,0.459459,0.228916,0.218182,0.309542,0.66129,7
0.403509,1,0.361446,0.445455,0.821567,0.112903,5
0.649123,0.486486,0.204819,0.436364,0.43367,0.758065,8
0.333333,0.459459,0.228916,0.218182,0.309542,0.66129,7
0.140351,0.554054,0.204819,0.245455,0.301784,0.725806,6
0.140351,0.391892,0.493976,0.345455,0.3173,0.548387,7
0.22807,0.540541,0.277108,0.3,0.27851,0.790323,7
0.421053,0.445946,0.240964,0.245455,0.239721,0.774194,7
0.140351,0.405405,0.301205,0.118182,0.379364,0.516129,6
0.140351,0.445946,0.289157,0.127273,0.534523,0.274194,6
0.263158,0.432432,0.349398,0.472727,0.73623,0.274194,6
0.157895,0.405405,0.337349,0.109091,0.456943,0.370968,6
0.54386,0.297297,0.253012,0.072727,0.456943,0.580645,4
0.578947,0.297297,0.26506,0.072727,0.456943,0.580645,4
0.263158,0.432432,0.349398,0.472727,0.73623,0.274194,6
0.526316,0.445946,0.433735,0.254545,0.550039,0.467742,6
0.596491,0.513514,0.433735,0.245455,0.418154,0.741935,7
0.45614,0.527027,0.373494,0.390909,0.418154,0.709677,6
0.263158,0.378378,0.39759,0.390909,0.441427,0.564516,5
0.289474,0.513514,0.433735,0.454545,0.612102,0.354839,6
0.210526,0.540541,0.277108,0.445455,0.526765,0.548387,5
0.192982,0.567568,0.698795,0.336364,0.674166,0.258065,6
0.210526,0.486486,0.313253,0.527273,0.627618,0.370968,6
0.894737,0.959459,0.349398,0.536364,1,0.209677,5
0.105263,0.608108,0.493976,0.136364,0.596587,0.435484,7
0.280702,0.540541,0.457831,0.290909,0.224205,0.774194,8
0.105263,0.797297,0.481928,0.190909,0.674166,0.241935,5
0.122807,0.918919,0.445783,0.181818,0.596587,0.387097,6
0.157895,0.743243,0.481928,0.109091,0.604344,0.370968,6
0.5,0.108108,0.385542,0.318182,0.767261,0.306452,6
