@relation clean_data-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute 'fixed acidity' {'\'(-inf-5.85]\'','\'(5.85-6.175]\'','\'(6.175-6.35]\'','\'(6.35-6.55]\'','\'(6.55-6.75]\'','\'(6.75-6.95]\'','\'(6.95-7.15]\'','\'(7.15-7.45]\'','\'(7.45-7.95]\'','\'(7.95-inf)\''}
@attribute 'volatile acidity' {'\'(-inf-0.1675]\'','\'(0.1675-0.195]\'','\'(0.195-0.2175]\'','\'(0.2175-0.2375]\'','\'(0.2375-0.2575]\'','\'(0.2575-0.2775]\'','\'(0.2775-0.2975]\'','\'(0.2975-0.3275]\'','\'(0.3275-0.3775]\'','\'(0.3775-inf)\''}
@attribute 'citric acid' {'\'(-inf-0.215]\'','\'(0.215-0.255]\'','\'(0.255-0.275]\'','\'(0.275-0.295]\'','\'(0.295-0.315]\'','\'(0.315-0.335]\'','\'(0.335-0.365]\'','\'(0.365-0.405]\'','\'(0.405-0.485]\'','\'(0.485-inf)\''}
@attribute 'residual sugar' {'\'(-inf-1.225]\'','\'(1.225-1.575]\'','\'(1.575-2.025]\'','\'(2.025-3.55]\'','\'(3.55-5.325]\'','\'(5.325-7.15]\'','\'(7.15-8.725]\'','\'(8.725-11.35]\'','\'(11.35-14.15]\'','\'(14.15-inf)\''}
@attribute chlorides {'\'(-inf-0.0295]\'','\'(0.0295-0.0335]\'','\'(0.0335-0.0365]\'','\'(0.0365-0.0395]\'','\'(0.0395-0.0425]\'','\'(0.0425-0.0455]\'','\'(0.0455-0.0485]\'','\'(0.0485-0.0515]\'','\'(0.0515-0.0565]\'','\'(0.0565-inf)\''}
@attribute 'free sulfur dioxide' {'\'(-inf-15.25]\'','\'(15.25-21.5]\'','\'(21.5-25.5]\'','\'(25.5-29.5]\'','\'(29.5-33.5]\'','\'(33.5-37.5]\'','\'(37.5-42.25]\'','\'(42.25-48.75]\'','\'(48.75-56.5]\'','\'(56.5-inf)\''}
@attribute 'total sulfur dioxide' {'\'(-inf-86.5]\'','\'(86.5-101.5]\'','\'(101.5-113.5]\'','\'(113.5-123.5]\'','\'(123.5-133.5]\'','\'(133.5-146.5]\'','\'(146.5-158.5]\'','\'(158.5-173.5]\'','\'(173.5-193.5]\'','\'(193.5-inf)\''}
@attribute density {'\'(-inf-0.990305]\'','\'(0.990305-0.991265]\'','\'(0.991265-0.992005]\'','\'(0.992005-0.99285]\'','\'(0.99285-0.99371]\'','\'(0.99371-0.994705]\'','\'(0.994705-0.995605]\'','\'(0.995605-0.996805]\'','\'(0.996805-0.998175]\'','\'(0.998175-inf)\''}
@attribute pH {'\'(-inf-3.005]\'','\'(3.005-3.065]\'','\'(3.065-3.115]\'','\'(3.115-3.145]\'','\'(3.145-3.175]\'','\'(3.175-3.215]\'','\'(3.215-3.255]\'','\'(3.255-3.305]\'','\'(3.305-3.375]\'','\'(3.375-inf)\''}
@attribute sulphates {'\'(-inf-0.365]\'','\'(0.365-0.395]\'','\'(0.395-0.425]\'','\'(0.425-0.455]\'','\'(0.455-0.475]\'','\'(0.475-0.505]\'','\'(0.505-0.535]\'','\'(0.535-0.575]\'','\'(0.575-0.635]\'','\'(0.635-inf)\''}
@attribute alcohol {'\'(-inf-9.05]\'','\'(9.05-9.35]\'','\'(9.35-9.575]\'','\'(9.575-9.95]\'','\'(9.95-10.35]\'','\'(10.35-10.75]\'','\'(10.75-11.15]\'','\'(11.15-11.675]\'','\'(11.675-12.366667]\'','\'(12.366667-inf)\''}
@attribute quality {3,4,5,6,7,8,9}

@data
'\'(6.55-6.75]\'','\'(0.3275-0.3775]\'','\'(0.485-inf)\'','\'(14.15-inf)\'','\'(0.0455-0.0485]\'','\'(42.25-48.75]\'','\'(173.5-193.5]\'','\'(0.998175-inf)\'','\'(3.005-3.065]\'','\'(0.535-0.575]\'','\'(-inf-9.05]\'',5
'\'(7.15-7.45]\'','\'(0.195-0.2175]\'','\'(0.335-0.365]\'','\'(2.025-3.55]\'','\'(0.0295-0.0335]\'','\'(48.75-56.5]\'','\'(146.5-158.5]\'','\'(-inf-0.990305]\'','\'(3.145-3.175]\'','\'(0.365-0.395]\'','\'(12.366667-inf)\'',7
'\'(7.15-7.45]\'','\'(0.195-0.2175]\'','\'(0.315-0.335]\'','\'(1.575-2.025]\'','\'(0.0335-0.0365]\'','\'(37.5-42.25]\'','\'(133.5-146.5]\'','\'(0.990305-0.991265]\'','\'(3.145-3.175]\'','\'(0.425-0.455]\'','\'(11.675-12.366667]\'',7
'\'(7.95-inf)\'','\'(0.2175-0.2375]\'','\'(0.295-0.315]\'','\'(1.575-2.025]\'','\'(0.0455-0.0485]\'','\'(42.25-48.75]\'','\'(173.5-193.5]\'','\'(0.99285-0.99371]\'','\'(3.115-3.145]\'','\'(0.475-0.505]\'','\'(9.95-10.35]\'',6
'\'(7.95-inf)\'','\'(0.2175-0.2375]\'','\'(0.275-0.295]\'','\'(1.575-2.025]\'','\'(0.0455-0.0485]\'','\'(42.25-48.75]\'','\'(173.5-193.5]\'','\'(0.99285-0.99371]\'','\'(3.115-3.145]\'','\'(0.475-0.505]\'','\'(9.95-10.35]\'',6
'\'(6.95-7.15]\'','\'(0.2175-0.2375]\'','\'(0.315-0.335]\'','\'(2.025-3.55]\'','\'(0.0295-0.0335]\'','\'(42.25-48.75]\'','\'(146.5-158.5]\'','\'(-inf-0.990305]\'','\'(3.145-3.175]\'','\'(0.365-0.395]\'','\'(12.366667-inf)\'',7
'\'(6.35-6.55]\'','\'(0.2775-0.2975]\'','\'(0.275-0.295]\'','\'(2.025-3.55]\'','\'(0.0365-0.0395]\'','\'(25.5-29.5]\'','\'(101.5-113.5]\'','\'(0.990305-0.991265]\'','\'(3.305-3.375]\'','\'(0.395-0.425]\'','\'(11.15-11.675]\'',7
'\'(5.85-6.175]\'','\'(0.3775-inf)\'','\'(0.255-0.275]\'','\'(5.325-7.15]\'','\'(0.0335-0.0365]\'','\'(37.5-42.25]\'','\'(133.5-146.5]\'','\'(0.990305-0.991265]\'','\'(3.375-inf)\'','\'(0.365-0.395]\'','\'(11.675-12.366667]\'',7
'\'(7.15-7.45]\'','\'(0.3775-inf)\'','\'(0.485-inf)\'','\'(8.725-11.35]\'','\'(0.0485-0.0515]\'','\'(56.5-inf)\'','\'(193.5-inf)\'','\'(0.996805-0.998175]\'','\'(3.005-3.065]\'','\'(0.455-0.475]\'','\'(-inf-9.05]\'',5
'\'(-inf-5.85]\'','\'(0.1675-0.195]\'','\'(0.215-0.255]\'','\'(3.55-5.325]\'','\'(0.0395-0.0425]\'','\'(21.5-25.5]\'','\'(101.5-113.5]\'','\'(0.99371-0.994705]\'','\'(3.305-3.375]\'','\'(0.365-0.395]\'','\'(9.35-9.575]\'',5
'\'(7.15-7.45]\'','\'(0.2975-0.3275]\'','\'(0.215-0.255]\'','\'(5.325-7.15]\'','\'(0.0515-0.0565]\'','\'(42.25-48.75]\'','\'(158.5-173.5]\'','\'(0.99371-0.994705]\'','\'(3.115-3.145]\'','\'(-inf-0.365]\'','\'(9.95-10.35]\'',6
'\'(7.15-7.45]\'','\'(0.2375-0.2575]\'','\'(0.215-0.255]\'','\'(8.725-11.35]\'','\'(0.0395-0.0425]\'','\'(25.5-29.5]\'','\'(-inf-86.5]\'','\'(0.994705-0.995605]\'','\'(-inf-3.005]\'','\'(-inf-0.365]\'','\'(9.575-9.95]\'',6
'\'(6.55-6.75]\'','\'(0.2375-0.2575]\'','\'(0.295-0.315]\'','\'(1.575-2.025]\'','\'(0.0455-0.0485]\'','\'(29.5-33.5]\'','\'(133.5-146.5]\'','\'(0.99285-0.99371]\'','\'(3.375-inf)\'','\'(0.505-0.535]\'','\'(9.95-10.35]\'',7
'\'(7.15-7.45]\'','\'(0.2375-0.2575]\'','\'(0.215-0.255]\'','\'(8.725-11.35]\'','\'(0.0395-0.0425]\'','\'(25.5-29.5]\'','\'(-inf-86.5]\'','\'(0.994705-0.995605]\'','\'(-inf-3.005]\'','\'(-inf-0.365]\'','\'(9.575-9.95]\'',6
'\'(7.15-7.45]\'','\'(0.2575-0.2775]\'','\'(0.295-0.315]\'','\'(7.15-8.725]\'','\'(0.0485-0.0515]\'','\'(37.5-42.25]\'','\'(146.5-158.5]\'','\'(0.995605-0.996805]\'','\'(3.115-3.145]\'','\'(0.475-0.505]\'','\'(-inf-9.05]\'',6
'\'(5.85-6.175]\'','\'(0.2975-0.3275]\'','\'(0.215-0.255]\'','\'(1.575-2.025]\'','\'(0.0335-0.0365]\'','\'(33.5-37.5]\'','\'(133.5-146.5]\'','\'(0.991265-0.992005]\'','\'(3.375-inf)\'','\'(0.475-0.505]\'','\'(10.75-11.15]\'',7
'\'(6.75-6.95]\'','\'(0.2775-0.2975]\'','\'(0.255-0.275]\'','\'(2.025-3.55]\'','\'(0.0335-0.0365]\'','\'(37.5-42.25]\'','\'(113.5-123.5]\'','\'(0.992005-0.99285]\'','\'(3.375-inf)\'','\'(0.475-0.505]\'','\'(10.75-11.15]\'',7
'\'(6.95-7.15]\'','\'(0.2175-0.2375]\'','\'(0.315-0.335]\'','\'(5.325-7.15]\'','\'(0.0395-0.0425]\'','\'(21.5-25.5]\'','\'(133.5-146.5]\'','\'(0.994705-0.995605]\'','\'(3.175-3.215]\'','\'(0.575-0.635]\'','\'(9.35-9.575]\'',6
'\'(6.95-7.15]\'','\'(0.2975-0.3275]\'','\'(0.485-inf)\'','\'(14.15-inf)\'','\'(0.0565-inf)\'','\'(-inf-15.25]\'','\'(146.5-158.5]\'','\'(0.998175-inf)\'','\'(-inf-3.005]\'','\'(0.425-0.455]\'','\'(9.05-9.35]\'',5
'\'(7.15-7.45]\'','\'(0.195-0.2175]\'','\'(0.365-0.405]\'','\'(-inf-1.225]\'','\'(0.0365-0.0395]\'','\'(42.25-48.75]\'','\'(113.5-123.5]\'','\'(0.991265-0.992005]\'','\'(3.305-3.375]\'','\'(0.475-0.505]\'','\'(10.75-11.15]\'',6
'\'(6.75-6.95]\'','\'(0.3775-inf)\'','\'(0.315-0.335]\'','\'(8.725-11.35]\'','\'(0.0425-0.0455]\'','\'(25.5-29.5]\'','\'(146.5-158.5]\'','\'(0.995605-0.996805]\'','\'(3.175-3.215]\'','\'(0.505-0.535]\'','\'(9.35-9.575]\'',5
'\'(6.35-6.55]\'','\'(0.3775-inf)\'','\'(-inf-0.215]\'','\'(-inf-1.225]\'','\'(0.0295-0.0335]\'','\'(-inf-15.25]\'','\'(123.5-133.5]\'','\'(0.990305-0.991265]\'','\'(-inf-3.005]\'','\'(-inf-0.365]\'','\'(10.75-11.15]\'',5
'\'(6.35-6.55]\'','\'(0.3775-inf)\'','\'(-inf-0.215]\'','\'(-inf-1.225]\'','\'(0.0295-0.0335]\'','\'(-inf-15.25]\'','\'(123.5-133.5]\'','\'(0.990305-0.991265]\'','\'(-inf-3.005]\'','\'(-inf-0.365]\'','\'(10.75-11.15]\'',5
'\'(6.175-6.35]\'','\'(0.2575-0.2775]\'','\'(0.365-0.405]\'','\'(-inf-1.225]\'','\'(0.0485-0.0515]\'','\'(-inf-15.25]\'','\'(133.5-146.5]\'','\'(0.992005-0.99285]\'','\'(3.375-inf)\'','\'(0.475-0.505]\'','\'(10.35-10.75]\'',7
'\'(6.75-6.95]\'','\'(0.3775-inf)\'','\'(0.315-0.335]\'','\'(8.725-11.35]\'','\'(0.0425-0.0455]\'','\'(25.5-29.5]\'','\'(146.5-158.5]\'','\'(0.995605-0.996805]\'','\'(3.175-3.215]\'','\'(0.505-0.535]\'','\'(9.35-9.575]\'',5
'\'(6.95-7.15]\'','\'(0.2775-0.2975]\'','\'(0.365-0.405]\'','\'(3.55-5.325]\'','\'(0.0335-0.0365]\'','\'(25.5-29.5]\'','\'(123.5-133.5]\'','\'(0.992005-0.99285]\'','\'(3.145-3.175]\'','\'(0.425-0.455]\'','\'(10.75-11.15]\'',6
'\'(5.85-6.175]\'','\'(0.2575-0.2775]\'','\'(0.275-0.295]\'','\'(11.35-14.15]\'','\'(0.0335-0.0365]\'','\'(29.5-33.5]\'','\'(113.5-123.5]\'','\'(0.994705-0.995605]\'','\'(3.305-3.375]\'','\'(0.475-0.505]\'','\'(10.35-10.75]\'',8
'\'(6.75-6.95]\'','\'(0.1675-0.195]\'','\'(0.365-0.405]\'','\'(1.225-1.575]\'','\'(0.0335-0.0365]\'','\'(-inf-15.25]\'','\'(-inf-86.5]\'','\'(0.990305-0.991265]\'','\'(3.065-3.115]\'','\'(0.635-inf)\'','\'(11.15-11.675]\'',7
'\'(7.15-7.45]\'','\'(0.2375-0.2575]\'','\'(0.365-0.405]\'','\'(1.225-1.575]\'','\'(0.0425-0.0455]\'','\'(29.5-33.5]\'','\'(101.5-113.5]\'','\'(0.991265-0.992005]\'','\'(-inf-3.005]\'','\'(0.365-0.395]\'','\'(10.75-11.15]\'',6
'\'(6.35-6.55]\'','\'(0.3775-inf)\'','\'(-inf-0.215]\'','\'(-inf-1.225]\'','\'(0.0295-0.0335]\'','\'(-inf-15.25]\'','\'(123.5-133.5]\'','\'(0.990305-0.991265]\'','\'(-inf-3.005]\'','\'(-inf-0.365]\'','\'(10.75-11.15]\'',5
'\'(6.35-6.55]\'','\'(0.3775-inf)\'','\'(-inf-0.215]\'','\'(-inf-1.225]\'','\'(0.0295-0.0335]\'','\'(-inf-15.25]\'','\'(123.5-133.5]\'','\'(0.990305-0.991265]\'','\'(-inf-3.005]\'','\'(-inf-0.365]\'','\'(10.75-11.15]\'',5
'\'(6.175-6.35]\'','\'(0.2575-0.2775]\'','\'(0.485-inf)\'','\'(1.225-1.575]\'','\'(0.0515-0.0565]\'','\'(33.5-37.5]\'','\'(133.5-146.5]\'','\'(0.992005-0.99285]\'','\'(-inf-3.005]\'','\'(0.575-0.635]\'','\'(9.575-9.95]\'',6
'\'(6.175-6.35]\'','\'(0.2575-0.2775]\'','\'(0.485-inf)\'','\'(1.225-1.575]\'','\'(0.0515-0.0565]\'','\'(33.5-37.5]\'','\'(133.5-146.5]\'','\'(0.992005-0.99285]\'','\'(-inf-3.005]\'','\'(0.575-0.635]\'','\'(9.575-9.95]\'',6
'\'(7.15-7.45]\'','\'(0.2375-0.2575]\'','\'(0.275-0.295]\'','\'(7.15-8.725]\'','\'(0.0485-0.0515]\'','\'(37.5-42.25]\'','\'(146.5-158.5]\'','\'(0.995605-0.996805]\'','\'(3.375-inf)\'','\'(0.365-0.395]\'','\'(9.575-9.95]\'',5
'\'(7.15-7.45]\'','\'(0.2375-0.2575]\'','\'(0.275-0.295]\'','\'(7.15-8.725]\'','\'(0.0485-0.0515]\'','\'(37.5-42.25]\'','\'(146.5-158.5]\'','\'(0.995605-0.996805]\'','\'(3.375-inf)\'','\'(0.365-0.395]\'','\'(9.575-9.95]\'',5
'\'(5.85-6.175]\'','\'(0.2775-0.2975]\'','\'(0.215-0.255]\'','\'(14.15-inf)\'','\'(0.0425-0.0455]\'','\'(42.25-48.75]\'','\'(158.5-173.5]\'','\'(0.998175-inf)\'','\'(3.305-3.375]\'','\'(0.475-0.505]\'','\'(9.35-9.575]\'',5
'\'(7.15-7.45]\'','\'(0.3275-0.3775]\'','\'(0.335-0.365]\'','\'(5.325-7.15]\'','\'(0.0565-inf)\'','\'(-inf-15.25]\'','\'(86.5-101.5]\'','\'(0.995605-0.996805]\'','\'(3.375-inf)\'','\'(0.635-inf)\'','\'(10.35-10.75]\'',6
'\'(6.35-6.55]\'','\'(0.3275-0.3775]\'','\'(0.275-0.295]\'','\'(2.025-3.55]\'','\'(0.0365-0.0395]\'','\'(25.5-29.5]\'','\'(113.5-123.5]\'','\'(0.990305-0.991265]\'','\'(3.215-3.255]\'','\'(0.635-inf)\'','\'(12.366667-inf)\'',8
'\'(7.15-7.45]\'','\'(0.2375-0.2575]\'','\'(0.365-0.405]\'','\'(3.55-5.325]\'','\'(0.0295-0.0335]\'','\'(-inf-15.25]\'','\'(86.5-101.5]\'','\'(0.991265-0.992005]\'','\'(3.065-3.115]\'','\'(0.365-0.395]\'','\'(10.75-11.15]\'',6
'\'(7.45-7.95]\'','\'(0.2175-0.2375]\'','\'(0.485-inf)\'','\'(8.725-11.35]\'','\'(0.0455-0.0485]\'','\'(33.5-37.5]\'','\'(123.5-133.5]\'','\'(0.996805-0.998175]\'','\'(-inf-3.005]\'','\'(0.365-0.395]\'','\'(-inf-9.05]\'',5
'\'(7.45-7.95]\'','\'(0.195-0.2175]\'','\'(0.485-inf)\'','\'(8.725-11.35]\'','\'(0.0425-0.0455]\'','\'(37.5-42.25]\'','\'(123.5-133.5]\'','\'(0.996805-0.998175]\'','\'(-inf-3.005]\'','\'(-inf-0.365]\'','\'(-inf-9.05]\'',5
'\'(7.45-7.95]\'','\'(0.195-0.2175]\'','\'(0.485-inf)\'','\'(8.725-11.35]\'','\'(0.0425-0.0455]\'','\'(37.5-42.25]\'','\'(123.5-133.5]\'','\'(0.996805-0.998175]\'','\'(-inf-3.005]\'','\'(-inf-0.365]\'','\'(-inf-9.05]\'',5
'\'(7.45-7.95]\'','\'(0.2175-0.2375]\'','\'(0.485-inf)\'','\'(8.725-11.35]\'','\'(0.0455-0.0485]\'','\'(33.5-37.5]\'','\'(123.5-133.5]\'','\'(0.996805-0.998175]\'','\'(-inf-3.005]\'','\'(0.365-0.395]\'','\'(-inf-9.05]\'',5
'\'(7.45-7.95]\'','\'(0.2975-0.3275]\'','\'(0.315-0.335]\'','\'(2.025-3.55]\'','\'(0.0365-0.0395]\'','\'(15.25-21.5]\'','\'(86.5-101.5]\'','\'(0.990305-0.991265]\'','\'(3.175-3.215]\'','\'(0.635-inf)\'','\'(11.675-12.366667]\'',7
'\'(7.45-7.95]\'','\'(0.2575-0.2775]\'','\'(0.255-0.275]\'','\'(1.575-2.025]\'','\'(0.0485-0.0515]\'','\'(48.75-56.5]\'','\'(193.5-inf)\'','\'(0.992005-0.99285]\'','\'(3.215-3.255]\'','\'(0.475-0.505]\'','\'(10.75-11.15]\'',6
'\'(7.45-7.95]\'','\'(0.2375-0.2575]\'','\'(0.255-0.275]\'','\'(1.575-2.025]\'','\'(0.0485-0.0515]\'','\'(48.75-56.5]\'','\'(173.5-193.5]\'','\'(0.992005-0.99285]\'','\'(3.215-3.255]\'','\'(0.475-0.505]\'','\'(10.75-11.15]\'',6
'\'(7.15-7.45]\'','\'(0.1675-0.195]\'','\'(0.295-0.315]\'','\'(1.225-1.575]\'','\'(0.0565-inf)\'','\'(29.5-33.5]\'','\'(133.5-146.5]\'','\'(0.99285-0.99371]\'','\'(3.115-3.145]\'','\'(0.475-0.505]\'','\'(9.575-9.95]\'',6
'\'(6.35-6.55]\'','\'(0.3775-inf)\'','\'(0.405-0.485]\'','\'(14.15-inf)\'','\'(0.0565-inf)\'','\'(56.5-inf)\'','\'(193.5-inf)\'','\'(0.998175-inf)\'','\'(3.175-3.215]\'','\'(0.575-0.635]\'','\'(-inf-9.05]\'',5
'\'(6.35-6.55]\'','\'(0.2575-0.2775]\'','\'(0.405-0.485]\'','\'(8.725-11.35]\'','\'(0.0565-inf)\'','\'(48.75-56.5]\'','\'(158.5-173.5]\'','\'(0.995605-0.996805]\'','\'(-inf-3.005]\'','\'(0.475-0.505]\'','\'(-inf-9.05]\'',5
'\'(-inf-5.85]\'','\'(0.2975-0.3275]\'','\'(-inf-0.215]\'','\'(5.325-7.15]\'','\'(0.0425-0.0455]\'','\'(21.5-25.5]\'','\'(133.5-146.5]\'','\'(0.99285-0.99371]\'','\'(3.305-3.375]\'','\'(0.575-0.635]\'','\'(10.35-10.75]\'',6
'\'(7.15-7.45]\'','\'(0.2375-0.2575]\'','\'(0.335-0.365]\'','\'(-inf-1.225]\'','\'(0.0425-0.0455]\'','\'(-inf-15.25]\'','\'(-inf-86.5]\'','\'(0.991265-0.992005]\'','\'(3.215-3.255]\'','\'(0.505-0.535]\'','\'(11.15-11.675]\'',5
'\'(5.85-6.175]\'','\'(0.3275-0.3775]\'','\'(-inf-0.215]\'','\'(1.225-1.575]\'','\'(0.0565-inf)\'','\'(25.5-29.5]\'','\'(123.5-133.5]\'','\'(0.99285-0.99371]\'','\'(3.255-3.305]\'','\'(0.535-0.575]\'','\'(9.05-9.35]\'',5
'\'(6.175-6.35]\'','\'(0.2375-0.2575]\'','\'(0.275-0.295]\'','\'(11.35-14.15]\'','\'(0.0365-0.0395]\'','\'(48.75-56.5]\'','\'(123.5-133.5]\'','\'(0.994705-0.995605]\'','\'(3.305-3.375]\'','\'(0.455-0.475]\'','\'(10.75-11.15]\'',8
'\'(6.95-7.15]\'','\'(0.2975-0.3275]\'','\'(0.215-0.255]\'','\'(5.325-7.15]\'','\'(0.0455-0.0485]\'','\'(29.5-33.5]\'','\'(193.5-inf)\'','\'(0.995605-0.996805]\'','\'(3.215-3.255]\'','\'(0.575-0.635]\'','\'(9.35-9.575]\'',6
'\'(6.95-7.15]\'','\'(0.2975-0.3275]\'','\'(0.215-0.255]\'','\'(5.325-7.15]\'','\'(0.0455-0.0485]\'','\'(29.5-33.5]\'','\'(193.5-inf)\'','\'(0.995605-0.996805]\'','\'(3.215-3.255]\'','\'(0.575-0.635]\'','\'(9.35-9.575]\'',6
'\'(-inf-5.85]\'','\'(0.2975-0.3275]\'','\'(0.315-0.335]\'','\'(-inf-1.225]\'','\'(0.0335-0.0365]\'','\'(21.5-25.5]\'','\'(86.5-101.5]\'','\'(0.991265-0.992005]\'','\'(3.175-3.215]\'','\'(0.575-0.635]\'','\'(10.35-10.75]\'',6
'\'(6.95-7.15]\'','\'(0.2175-0.2375]\'','\'(0.405-0.485]\'','\'(14.15-inf)\'','\'(0.0485-0.0515]\'','\'(33.5-37.5]\'','\'(133.5-146.5]\'','\'(0.998175-inf)\'','\'(3.215-3.255]\'','\'(0.395-0.425]\'','\'(-inf-9.05]\'',5
'\'(6.95-7.15]\'','\'(0.2175-0.2375]\'','\'(0.405-0.485]\'','\'(14.15-inf)\'','\'(0.0485-0.0515]\'','\'(33.5-37.5]\'','\'(133.5-146.5]\'','\'(0.998175-inf)\'','\'(3.215-3.255]\'','\'(0.395-0.425]\'','\'(-inf-9.05]\'',5
'\'(6.75-6.95]\'','\'(0.2375-0.2575]\'','\'(0.315-0.335]\'','\'(3.55-5.325]\'','\'(0.0395-0.0425]\'','\'(15.25-21.5]\'','\'(123.5-133.5]\'','\'(0.99285-0.99371]\'','\'(3.255-3.305]\'','\'(0.635-inf)\'','\'(10.35-10.75]\'',6
'\'(5.85-6.175]\'','\'(0.2775-0.2975]\'','\'(-inf-0.215]\'','\'(11.35-14.15]\'','\'(0.0425-0.0455]\'','\'(42.25-48.75]\'','\'(173.5-193.5]\'','\'(0.996805-0.998175]\'','\'(3.305-3.375]\'','\'(0.395-0.425]\'','\'(9.35-9.575]\'',5
'\'(5.85-6.175]\'','\'(0.1675-0.195]\'','\'(0.275-0.295]\'','\'(3.55-5.325]\'','\'(0.0295-0.0335]\'','\'(42.25-48.75]\'','\'(146.5-158.5]\'','\'(0.99285-0.99371]\'','\'(3.375-inf)\'','\'(0.475-0.505]\'','\'(10.75-11.15]\'',6
'\'(5.85-6.175]\'','\'(-inf-0.1675]\'','\'(0.215-0.255]\'','\'(3.55-5.325]\'','\'(-inf-0.0295]\'','\'(33.5-37.5]\'','\'(133.5-146.5]\'','\'(0.99285-0.99371]\'','\'(3.375-inf)\'','\'(0.505-0.535]\'','\'(10.75-11.15]\'',6
'\'(6.175-6.35]\'','\'(0.1675-0.195]\'','\'(0.275-0.295]\'','\'(3.55-5.325]\'','\'(0.0365-0.0395]\'','\'(37.5-42.25]\'','\'(123.5-133.5]\'','\'(0.99285-0.99371]\'','\'(3.375-inf)\'','\'(0.455-0.475]\'','\'(10.75-11.15]\'',7
'\'(7.15-7.45]\'','\'(0.2775-0.2975]\'','\'(0.215-0.255]\'','\'(11.35-14.15]\'','\'(0.0515-0.0565]\'','\'(21.5-25.5]\'','\'(146.5-158.5]\'','\'(0.996805-0.998175]\'','\'(3.065-3.115]\'','\'(0.575-0.635]\'','\'(9.05-9.35]\'',5
'\'(-inf-5.85]\'','\'(0.3275-0.3775]\'','\'(-inf-0.215]\'','\'(3.55-5.325]\'','\'(0.0455-0.0485]\'','\'(42.25-48.75]\'','\'(193.5-inf)\'','\'(0.99285-0.99371]\'','\'(3.255-3.305]\'','\'(0.635-inf)\'','\'(9.95-10.35]\'',5
'\'(-inf-5.85]\'','\'(0.3275-0.3775]\'','\'(-inf-0.215]\'','\'(5.325-7.15]\'','\'(0.0455-0.0485]\'','\'(48.75-56.5]\'','\'(193.5-inf)\'','\'(0.99285-0.99371]\'','\'(3.255-3.305]\'','\'(0.635-inf)\'','\'(9.95-10.35]\'',5
'\'(-inf-5.85]\'','\'(0.2175-0.2375]\'','\'(0.275-0.295]\'','\'(-inf-1.225]\'','\'(0.0455-0.0485]\'','\'(29.5-33.5]\'','\'(123.5-133.5]\'','\'(0.990305-0.991265]\'','\'(3.305-3.375]\'','\'(0.475-0.505]\'','\'(10.75-11.15]\'',7
'\'(5.85-6.175]\'','\'(0.2775-0.2975]\'','\'(0.215-0.255]\'','\'(11.35-14.15]\'','\'(0.0515-0.0565]\'','\'(33.5-37.5]\'','\'(173.5-193.5]\'','\'(0.996805-0.998175]\'','\'(3.215-3.255]\'','\'(0.425-0.455]\'','\'(-inf-9.05]\'',4
'\'(6.175-6.35]\'','\'(0.195-0.2175]\'','\'(0.315-0.335]\'','\'(11.35-14.15]\'','\'(0.0455-0.0485]\'','\'(56.5-inf)\'','\'(173.5-193.5]\'','\'(0.996805-0.998175]\'','\'(3.305-3.375]\'','\'(0.475-0.505]\'','\'(10.35-10.75]\'',6
'\'(6.35-6.55]\'','\'(0.2375-0.2575]\'','\'(0.275-0.295]\'','\'(11.35-14.15]\'','\'(0.0485-0.0515]\'','\'(33.5-37.5]\'','\'(158.5-173.5]\'','\'(0.996805-0.998175]\'','\'(3.305-3.375]\'','\'(0.425-0.455]\'','\'(9.35-9.575]\'',5
'\'(6.35-6.55]\'','\'(0.2375-0.2575]\'','\'(0.275-0.295]\'','\'(11.35-14.15]\'','\'(0.0485-0.0515]\'','\'(29.5-33.5]\'','\'(158.5-173.5]\'','\'(0.995605-0.996805]\'','\'(3.305-3.375]\'','\'(0.425-0.455]\'','\'(9.35-9.575]\'',5
'\'(6.175-6.35]\'','\'(0.2575-0.2775]\'','\'(0.215-0.255]\'','\'(7.15-8.725]\'','\'(0.0565-inf)\'','\'(42.25-48.75]\'','\'(158.5-173.5]\'','\'(0.995605-0.996805]\'','\'(3.215-3.255]\'','\'(0.395-0.425]\'','\'(-inf-9.05]\'',5
'\'(6.35-6.55]\'','\'(0.3275-0.3775]\'','\'(0.485-inf)\'','\'(-inf-1.225]\'','\'(0.0565-inf)\'','\'(-inf-15.25]\'','\'(146.5-158.5]\'','\'(0.99285-0.99371]\'','\'(3.065-3.115]\'','\'(0.535-0.575]\'','\'(9.35-9.575]\'',4
'\'(7.15-7.45]\'','\'(-inf-0.1675]\'','\'(0.335-0.365]\'','\'(11.35-14.15]\'','\'(0.0485-0.0515]\'','\'(56.5-inf)\'','\'(133.5-146.5]\'','\'(0.996805-0.998175]\'','\'(3.145-3.175]\'','\'(0.365-0.395]\'','\'(-inf-9.05]\'',6
'\'(5.85-6.175]\'','\'(0.2975-0.3275]\'','\'(-inf-0.215]\'','\'(5.325-7.15]\'','\'(0.0395-0.0425]\'','\'(33.5-37.5]\'','\'(173.5-193.5]\'','\'(0.99371-0.994705]\'','\'(3.145-3.175]\'','\'(0.635-inf)\'','\'(9.95-10.35]\'',5
